tweet,class
KingUlyssesIV truebake psh if a sexy bitch gotta sexy voice she can easily get shit goin,Offensive Speech
King4Murphy pussy,Offensive Speech
King4Murphy stop being a pussy,Offensive Speech
KingAlbert21 Ceto13 ha ha look what this fag said lol,Offensive Speech
KingAlbert21 Ceto13 u pulledthat queer shit as spon as u put no homo lol,Hate Speech
KingsleeyNYC yep lmao Its been a hectic few weeks Waddup ho,Offensive Speech
KodyMark1 go Yankees,No Hate and No offensive Speech
KodyMark1 hahahh thank you fag boy represent,Offensive Speech
KoiyaThePerv exactly so tweet some other shit fuck all that dont be like everybody this aint monkey see monkey do koiya,Offensive Speech
"KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada",Offensive Speech
Korrect973 dont pay dem bitches and they dirty ass chucks no mind bro,Offensive Speech
KoryKisling we gotta get like 20 heads to go Everyone brings tree some bring food bitches and liquor of course,Offensive Speech
Krbfarms Cornfrmr Homemade Angel Food yellow cake with halfinch chocolate frosting Devils Food to die for Pecan Pie,No Hate and No offensive Speech
Krbfarms Cornfrmr I was gone once dog ran a coon up the transformer pole she picked it off with one shotand still had electricity,No Hate and No offensive Speech
Kristenbitess is having a birthday so make sure you tell that bitch be happy 128526128522 127881 amp celebrate without drugs 128683,Offensive Speech
KristynEdwards why were there penguins and a bird in the puppy bowl,No Hate and No offensive Speech
Kstar lol damn just thought id let you know my dad was going super saiyan ape shit,Offensive Speech
KtKasey nooo I amlmfao and dont bitch me ya bitch,Offensive Speech
KummarKing I volunteer to be guinea pig and help test it out 128527128587,No Hate and No offensive Speech
KuntIMKeesh lmaonigga talking like he bag bitches,Offensive Speech
KuntaKayne I have never seen such ignorant illiterate pieces of shit in my life Bring in Natl Guard amp disperse this trash bassemmasri,Hate Speech
KurtBusiek well pee is oft yellow,No Hate and No offensive Speech
KvrmaaTrill StudyFN VLzed says the scrawny nigger,Offensive Speech
KxRxSxB SamRomero95 prairie nigger,Offensive Speech
KxRxSxB haha alright well you gotta get here and see this bitch haha youll scare the shit outta him I already have,Offensive Speech
KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear ,Offensive Speech
KyleReinders bitch,Offensive Speech
KyleMonahan Fuck you bitch,Offensive Speech
L0SERNIGGA HotNiggaDarius all bitches all day all the time,Offensive Speech
L1LTR4P fucking losers wetbacks SorryNotSorry,Hate Speech
L20music SALUTEmyRainbow iHeartMeLOTS  My ass just wont be on that hoe,Offensive Speech
LCisTJ  so you about to purpose to Charlie,No Hate and No offensive Speech
LILBTHEBASEDGOD Im a dirty ass nigga with a clean dick Fucked a bitch in her ass then she sucked my dick omg Lil B we arent ready,Offensive Speech
LILNTHEBASEDGOD her face ugly to me amp her nudes were trash,No Hate and No offensive Speech
LLTJae kolbyXdelce this hoe 128293128293,Offensive Speech
LaBugg09 128514128514 my fault it sound like it fucc nicca,No Hate and No offensive Speech
LaIndieKid tneut10 riwhey000 what you say bitch selfiesONselfies httptcoFcMlVtIGbL,Offensive Speech
"LadyVodkax bare it bitch
See what I did there",Offensive Speech
LadyVodkax keep them around so new bitches know they could be the next ex if they dont stay in line,Offensive Speech
LadyVodkax were talking about fucking you right in the pussy,Offensive Speech
LadyVodkax yer dirty pussy,Offensive Speech
LameAssNerd do it pussy,Offensive Speech
LampreyMilt DelSchilling BertLoch No woman deserves to be sole stomped like that He is a bitch and so is everyone watching doing nada,Offensive Speech
LanceTHESPOKEN Statement of the Day Ppl who RT ChiefsatWar are even dumber than he is The ole birds of a feather type of deal,No Hate and No offensive Speech
LandRoverUSA Our Disco we used for disaster recovery was an awesome brownie points to how well built they are Most extreme conditions,No Hate and No offensive Speech
LandonVanBus Charlie Day,No Hate and No offensive Speech
LaneBelgarde A7XDemery you Sick bitch didnt even invite me,Offensive Speech
LaneBelgarde shut up bitch,Offensive Speech
Latrobemark niggahs be like im draggn my nutts in 2 degree weather  out tgere Frozed like a bitch,Offensive Speech
LaurenJauregui so your a dumb bitch,Offensive Speech
LaurenJauregui ur so anal stfu for once u bitch,Offensive Speech
Laurenlablue11 basically we aint got room for basic bitches,Offensive Speech
LeBronVuitton ha she got them bitches worked on,Offensive Speech
LeLittleLisa bitch I know you seen me tweet bout you,Offensive Speech
LeMochaMojito bitch bye,Offensive Speech
LeMochaMojito bitch who is you,Offensive Speech
Leelucas 128514128514128514128128128128 alright nah bitch you want play on Twitter,Offensive Speech
Leelucas amp you got cancer hoe,Offensive Speech
Leelucas prettykells bitch you didnt feed me You asked my to buy you a burger 128514128514128128,Offensive Speech
Leelucas bitch nobody want you,Offensive Speech
Leelucas bitch thats why Im bouta go to waffle,Offensive Speech
Leelucas bitch you not coming httptcoxdCuuSBa2F,Offensive Speech
Legionary1488 JomavaesJos now we have a Ebloa case in Texas If we kill all the niggers we might be safe,Hate Speech
LegoHeeadd I read that in his voice like a hoe128514,Offensive Speech
LegsForDayyys fml both or half breed ex at the gym Ugh,Offensive Speech
LeighKillian Nice pussy,Offensive Speech
LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddys,Hate Speech
LeonCountryBwoy your a big yute to be having slits in your brows my darg lol drop it out,No Hate and No offensive Speech
Leslieeeixta LettyGuerrero3 haha Noo bitch now 128071 stop playing games hoe 128517128514,Offensive Speech
LessThanJR And the Yankees gave you a win  Happy Birthday,No Hate and No offensive Speech
LessonswithKate  Im jst fckn w you128514 Ive always wanted to jigg hella good too we jst not wild enough to be in the circle cuz128557,Offensive Speech
LeviPage I dont bend that way queer Thanks for the offer its flattering,Hate Speech
LexVan13 go back to nigeria faggot,Hate Speech
LexiLanxon ratchet white trash,Offensive Speech
LexiLuckerSykes some white bitch on Facebook lol,Offensive Speech
LiamGeraldShone AranNicolWHUFC DSaend get a real hair cut faggot I served my country in the Marines for 8 years What have u done,Offensive Speech
LiamGeraldShone AranNicolWHUFC DSaend ur a fucking half breed dog Stop acting,Offensive Speech
LickMyWhooooop JustDoItSlow yall playful dont come dumb hoes,Offensive Speech
LifeAsKing Ive only like about 3 pairtheyre overpriced trash ,No Hate and No offensive Speech
LifeAsKing Naw Im trash Keep ya pity hugs128530128133,No Hate and No offensive Speech
LikeWhatYouSEA booty wop sided as hell,Offensive Speech
LilBTheBiggsGod AbbeyKirkland two birds with one stone Biggs,No Hate and No offensive Speech
LilKevJ pussy,Offensive Speech
LilMissRightie Hey teabagger the benghazi thing is a joke 13 Benghazis under Bush no hearings More on Benghazi than real 911 attack,No Hate and No offensive Speech
LilMrsSpiffy they bout to try and hoe you next,Offensive Speech
LilReese300 what are you doing up right now Tavares Kickin my bitch to curb for being too dramatic again,Offensive Speech
"LilTunechi reason for why he only rap about pussy  What am I supposed to talk about smh 
How bout you make music that aint NEGATIVE",Offensive Speech
LilA47 128514128514128514 youre a coon,Hate Speech
LillianTaylor Im apparently the Good Luck Chuck of bitches ,Offensive Speech
LimitlessMudi YoDeddyUgly Yall both trash,Offensive Speech
Linnlondon1 I want some clams on the half shell  httptcouFCAjNNQTZ,No Hate and No offensive Speech
"LinzBella 
You date colored men",No Hate and No offensive Speech
LionofGray roodawg1971 mrfayoh khanyes sas2afoundation heres my opinion on the matter Shes a cunt,Offensive Speech
LisaDeP Well wouldnt coast YOU that much but I dont see you going bass fishing with a bunch of rich rednecks either,Offensive Speech
Lissetteglz joshmtz1199 you hoes aint loyal 128075,Offensive Speech
ListsBlackTwit iH8TvvitterHoes Rosaalbae nigga caping for the bitch like we havent all seen her nudes already What does he want tf,Offensive Speech
LittlGfunk 128575pussy whipped,Offensive Speech
LittleNamms karonavila She doin homework you jiggaboo Let her be,Offensive Speech
LittleNamms Nigga what 115 without a warm up and you traveled like a bitch,Offensive Speech
LittleNamms stick to the court hoe,Offensive Speech
LittlecBeadles bitch follow me,Offensive Speech
Liveitupjersey BellaaFoxx I hope so the bitch was annoying I think she thought she was smart or something,Offensive Speech
Liveitupjersey DCassandraD badboysix LOL That was a cyber bitch slap for sure,Offensive Speech
"Liveitupjersey ccass357 ltlt Whered you go big mouth bitch
Busy Choking on that Cock I told you to find",Offensive Speech
"Liveitupjersey ccass357 dont trash JerseyODDS AREYOU WOULDNT LAST 10 MINUTES AROUND HERE 
Go back to watching BARNEY",No Hate and No offensive Speech
"Liveitupjersey BWAHAAAA I just choked on an Oreo cookie
IM figuring this may have something to do with it httptco62S7BgMYPX",No Hate and No offensive Speech
"Liveitupjersey Breeding a Nation of Pussies now how the hell is a Man a ManIF HEs A PUSSY
Im concerned WE have pussies amp psychos",Offensive Speech
Liveitupjersey yeah I seen you tweet about bitch amp block I used itit fits,Offensive Speech
"Liveitupjersey yeahI try NOT to follow them ZULU looking bitches 
muslims FLAT OUT NO WAY
I use my sheets on my bed NOT MY HEAD",Offensive Speech
LlishaH LOL Its an acronym for that hoe over there,Offensive Speech
LoLDyrus Its retarded Ignore the harlem shake fad and hope it goes away soon,No Hate and No offensive Speech
LoVeZanda so everybody knw I misspell shit 128514 ion proof read shit let ah bitch call me dumb ima back dey ass up 128526,Offensive Speech
LobstrThinkTank Yeah Me too My people the women laff at the set apart men they love the real niggas or niggers,Hate Speech
LobstrThinkTank but bitch nobody was wanting your ass U assumed that cuz u let dogs run up in yo filth amp u think i want some of itNOT,Offensive Speech
LokiHulibele mediacrooks AamAadmiParty They have mix not all are retards AAP is Maoists terroristsCongies and delusional Retards,Hate Speech
"LongLiveChris Marvelcomicswag but S
HE got a pussy now which makes him a her And shes bad So",Offensive Speech
LongLiveChris Atlanta niggas NerdLifeThuggin Bay niggas gotta chill RT LawTooRaw Im shitting on you hoes httptcoXA5INg0sc6,Offensive Speech
LordFernandooo stfu nigguh Ive been reading the manga for the longest and you know that,Offensive Speech
LornaLovesMatt delon03 aaryneliza poor poor parker has nothingwithout aaryn 2 bitch about no 1 would even know he was around a looser,Offensive Speech
LouieVRee TehReelHov dat bitch a tampon,Offensive Speech
Lov3Tadaisha 128514128514128514 a box full of yellow crayons,No Hate and No offensive Speech
Lov3Tadaisha 128514128514128514128514128514128514 I gotta keep my hoes on private,Offensive Speech
Lovelesslovely Kwitchabichen25 hey aklve Im taking out the black ghetto trash Youre blocked nigger,Hate Speech
LovelyAumeri I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch 128514128557,Offensive Speech
LowworldsFinest 1stblockthomas man yall niggas chill man Im High af tho  Yall niggas aint even tell me who the hoe is 1285649995,Offensive Speech
LucciDpc What did I prove for you That youre blissfully ignorant Group thinker Political chump and race traitor,No Hate and No offensive Speech
LuckyL3FT najmaaaali yellow bone be oh so easy wit da name callin b,No Hate and No offensive Speech
Luis3Baez belle bitch,Offensive Speech
LukeTheTruth you went IIIIIIINNNNNN on this hoe bro httptcoMH46XxNU0n,Offensive Speech
Lunatictimes omg my mom did it on Christmas once if I hadnt been the hostess that year I wouldve slit her throat,Offensive Speech
LupeFiasco You and TalibKweli should name a group called MOB  Moaning old bitches,Offensive Speech
LupeFiasco shut the fuck up you cry baby all you do is bitch and whine about life shits retarded,Offensive Speech
LupeFiasco uh oh its 911 what you gonna preach and cry about today faggot,Offensive Speech
LurkGod fag,Offensive Speech
Lvl7Eevee UnicornCowboy hisorraya I just wanted brownies man,No Hate and No offensive Speech
Lvl7Eevee UnicornCowboy hisorraya Ill trade you one car drift for brownies,No Hate and No offensive Speech
Lvl7Eevee fake niggah They fake,Offensive Speech
LymManny shit gettin money fuckin hoes uk how dat go lmaooooo,Offensive Speech
LynkinTheDog doesnt wife these bitches httptcoTVRCzo99oe,Offensive Speech
MAGNEDETH But seriously its the only reason I use a Mega whatsoever Pure favoritism Also those sweet fuzzy wings,No Hate and No offensive Speech
MANIAC3X elchavaloko he seems like a weak faggot so probably yea,Offensive Speech
MANIAC3X I almost have enough rank to buy some stuff from the purple bitch What should I buy from the exotic guy,Offensive Speech
MANIAC3X buck beaners amp security started pushing him amp that jetsgreen faggot around,Offensive Speech
